home_score,away_score,sport,cv
1,4,baseball,train
3,0,baseball,train
12,6,baseball,train
2,6,baseball,train
6,2,baseball,train
3,5,baseball,test
4,1,baseball,test
5,4,baseball,train
3,7,baseball,train
1,3,baseball,train
4,2,baseball,train
7,4,baseball,train
2,0,baseball,train
0,3,baseball,train
1,6,baseball,train
5,6,baseball,train
4,3,baseball,train
1,3,baseball,train
1,5,baseball,train
1,0,baseball,test
4,0,baseball,train
7,2,baseball,train
4,6,baseball,train
4,11,baseball,train
4,2,baseball,train
1,0,baseball,test
1,5,baseball,test
11,3,baseball,train
3,9,baseball,train
4,3,baseball,train
11,3,baseball,train
6,9,baseball,train
7,8,baseball,train
11,4,baseball,train
0,6,baseball,test
1,3,baseball,test
6,7,baseball,train
1,2,baseball,train
3,2,baseball,train
9,1,baseball,train
0,1,baseball,train
2,7,baseball,train
3,1,baseball,test
3,9,baseball,train
0,7,baseball,train
6,3,baseball,train
1,5,baseball,train
4,3,baseball,train
11,7,baseball,train
2,4,baseball,train
7,5,baseball,train
9,6,baseball,test
5,10,baseball,train
6,8,baseball,train
8,7,baseball,train
2,1,baseball,test
3,7,baseball,train
5,8,baseball,train
3,2,baseball,train
1,3,baseball,train
6,2,baseball,train
10,2,baseball,train
4,0,baseball,train
3,4,baseball,train
9,11,baseball,train
2,9,baseball,train
4,11,baseball,train
1,3,baseball,train
2,1,baseball,test
3,4,baseball,test
0,2,baseball,train
5,3,baseball,test
5,7,baseball,test
4,6,baseball,train
9,1,baseball,train
4,3,baseball,train
0,3,baseball,train
14,4,baseball,train
3,11,baseball,train
3,4,baseball,train
3,6,baseball,train
4,6,baseball,train
4,2,baseball,train
1,6,baseball,test
4,3,baseball,test
3,5,baseball,test
1,11,baseball,train
2,12,baseball,train
2,4,baseball,train
5,2,baseball,train
9,6,baseball,train
1,2,baseball,train
4,8,baseball,train
4,3,baseball,train
6,0,baseball,train
7,9,baseball,train
6,4,baseball,train
2,6,baseball,test
2,1,baseball,train
3,6,baseball,train
3,13,baseball,train
4,3,baseball,train
7,6,baseball,train
3,6,baseball,train
7,6,baseball,train
4,3,baseball,train
9,2,baseball,train
4,1,baseball,test
7,4,baseball,train
2,4,baseball,train
7,5,baseball,test
9,3,baseball,train
8,6,baseball,train
3,0,baseball,train
4,0,baseball,train
2,5,baseball,train
3,1,baseball,train
2,8,baseball,train
2,0,baseball,train
1,9,baseball,train
6,9,baseball,train
6,4,baseball,train
8,3,baseball,train
7,2,baseball,train
5,3,baseball,train
3,1,baseball,train
0,1,baseball,train
5,2,baseball,train
0,6,baseball,test
3,4,baseball,train
5,3,baseball,test
5,2,baseball,train
8,4,baseball,train
1,2,baseball,train
6,1,baseball,test
4,2,baseball,train
5,1,baseball,train
2,7,baseball,train
3,4,baseball,train
3,6,baseball,test
8,4,baseball,train
2,0,baseball,train
7,5,baseball,train
1,3,baseball,train
13,1,baseball,test
1,0,baseball,train
11,6,baseball,train
4,3,baseball,train
2,4,baseball,test
3,10,baseball,test
5,0,baseball,train
1,0,baseball,test
10,9,baseball,train
0,13,baseball,train
3,1,baseball,train
8,3,baseball,train
2,9,baseball,train
7,2,baseball,train
1,2,baseball,train
7,3,baseball,train
10,1,baseball,test
8,10,baseball,train
3,10,baseball,train
5,3,baseball,train
6,4,baseball,train
1,3,baseball,train
1,7,baseball,train
1,2,baseball,train
6,2,baseball,train
3,2,baseball,train
7,10,baseball,train
4,3,baseball,train
8,3,baseball,train
2,6,baseball,train
7,1,baseball,train
11,10,baseball,train
3,7,baseball,train
3,4,baseball,train
9,1,baseball,train
5,4,baseball,train
5,2,baseball,test
7,3,baseball,test
10,9,baseball,train
0,4,baseball,train
2,5,baseball,train
6,4,baseball,train
4,3,baseball,train
0,5,baseball,test
3,4,baseball,train
5,3,baseball,test
5,1,baseball,train
4,3,baseball,test
9,16,baseball,train
2,6,baseball,train
5,2,baseball,train
5,4,baseball,test
7,8,baseball,train
2,4,baseball,test
7,1,baseball,train
3,7,baseball,train
9,3,baseball,train
2,12,baseball,train
4,2,baseball,test
6,5,baseball,train
1,6,baseball,train
6,3,baseball,test
10,8,baseball,train
0,4,baseball,train
5,7,baseball,train
7,5,baseball,train
2,1,baseball,test
1,3,baseball,train
0,1,baseball,train
6,4,baseball,test
0,8,baseball,train
4,2,baseball,train
5,4,baseball,train
10,1,baseball,train
5,0,baseball,test
1,3,baseball,train
1,6,baseball,train
3,2,baseball,train
3,2,baseball,train
7,9,baseball,train
4,3,baseball,test
2,5,baseball,train
4,2,baseball,train
2,7,baseball,train
2,1,baseball,train
2,1,baseball,train
5,2,baseball,train
4,0,baseball,train
4,3,baseball,train
2,4,baseball,test
0,2,baseball,train
6,5,baseball,train
8,4,baseball,train
5,1,baseball,test
0,2,baseball,test
6,7,baseball,train
7,8,baseball,train
1,3,baseball,test
3,0,baseball,train
3,1,baseball,train
4,1,baseball,train
1,7,baseball,train
8,2,baseball,test
3,2,baseball,train
2,13,baseball,train
1,8,baseball,test
3,2,baseball,train
9,1,baseball,train
11,9,baseball,train
2,9,baseball,train
0,1,baseball,train
4,1,baseball,train
6,1,baseball,test
10,6,baseball,test
2,1,baseball,train
3,7,baseball,test
7,0,baseball,train
3,6,baseball,train
0,9,baseball,train
4,5,baseball,test
5,11,baseball,train
3,4,baseball,train
1,5,baseball,train
0,2,baseball,train
5,7,baseball,train
2,1,baseball,train
4,6,baseball,train
3,0,baseball,test
2,1,baseball,test
5,6,baseball,train
7,6,baseball,train
6,2,baseball,train
0,4,baseball,train
5,4,baseball,train
3,5,baseball,train
6,2,baseball,train
0,7,baseball,train
7,4,baseball,train
2,0,baseball,test
3,8,baseball,test
3,2,baseball,train
7,2,baseball,train
2,4,baseball,train
1,0,baseball,train
2,4,baseball,train
8,4,baseball,train
6,5,baseball,train
2,3,baseball,train
1,2,baseball,train
3,4,baseball,train
2,6,baseball,test
8,7,baseball,train
3,2,baseball,train
5,2,baseball,train
4,0,baseball,train
3,1,baseball,test
1,2,baseball,train
3,0,baseball,train
6,1,baseball,train
9,7,baseball,train
6,3,baseball,test
6,0,baseball,train
4,8,baseball,train
3,5,baseball,train
5,4,baseball,train
6,3,baseball,train
16,5,baseball,train
6,11,baseball,train
2,5,baseball,train
3,5,baseball,train
7,1,baseball,train
11,5,baseball,train
1,11,baseball,test
3,5,baseball,train
4,6,baseball,train
2,1,baseball,train
4,3,baseball,test
3,6,baseball,train
0,3,baseball,train
7,5,baseball,train
2,4,baseball,train
1,3,baseball,test
3,5,baseball,train
3,2,baseball,test
6,5,baseball,train
4,3,baseball,test
4,7,baseball,test
5,3,baseball,test
3,2,baseball,train
3,6,baseball,train
4,10,baseball,test
5,4,baseball,train
6,7,baseball,train
4,3,baseball,train
4,8,baseball,train
1,10,baseball,test
3,5,baseball,test
3,7,baseball,train
6,2,baseball,train
4,5,baseball,train
1,3,baseball,train
0,2,baseball,test
2,1,baseball,train
1,3,baseball,train
2,10,baseball,train
6,5,baseball,test
4,10,baseball,train
6,7,baseball,train
3,4,baseball,train
5,2,baseball,train
4,3,baseball,test
9,3,baseball,train
6,2,baseball,train
9,1,baseball,test
5,4,baseball,train
7,0,baseball,train
3,7,baseball,train
0,8,baseball,test
4,5,baseball,train
8,2,baseball,train
5,4,baseball,train
4,3,baseball,train
0,3,baseball,train
1,2,baseball,train
4,2,baseball,train
3,8,baseball,train
0,10,baseball,test
3,4,baseball,train
3,6,baseball,test
3,4,baseball,train
4,5,baseball,train
7,6,baseball,test
6,9,baseball,train
1,7,baseball,train
3,4,baseball,train
2,7,baseball,train
4,9,baseball,test
2,5,baseball,train
5,4,baseball,test
9,8,baseball,train
6,8,baseball,train
3,7,baseball,train
9,2,baseball,train
15,6,baseball,train
3,1,baseball,test
4,2,baseball,test
6,5,baseball,train
1,2,baseball,train
8,7,baseball,train
2,5,baseball,test
6,3,baseball,train
1,5,baseball,test
2,4,baseball,train
5,10,baseball,test
5,2,baseball,test
0,4,baseball,train
7,8,baseball,train
9,5,baseball,train
5,6,baseball,train
7,4,baseball,train
17,2,baseball,train
9,3,baseball,test
5,0,baseball,train
6,8,baseball,train
6,5,baseball,train
7,5,baseball,train
3,0,baseball,train
4,2,baseball,train
11,3,baseball,train
8,10,baseball,train
9,5,baseball,train
5,6,baseball,train
1,9,baseball,train
2,6,baseball,train
3,7,baseball,train
3,6,baseball,train
3,5,baseball,train
4,2,baseball,train
1,11,baseball,train
7,6,baseball,train
6,5,baseball,test
5,3,baseball,train
7,9,baseball,train
14,7,baseball,train
1,6,baseball,train
6,0,baseball,train
2,1,baseball,train
3,2,baseball,test
8,0,baseball,train
6,2,baseball,train
6,2,baseball,test
7,3,baseball,train
6,8,baseball,test
0,5,baseball,train
10,2,baseball,train
6,5,baseball,train
5,7,baseball,train
2,6,baseball,train
1,5,baseball,test
1,3,baseball,train
6,2,baseball,train
10,3,baseball,train
5,1,baseball,test
4,2,baseball,train
11,3,baseball,test
5,7,baseball,train
9,5,baseball,train
7,2,baseball,train
10,8,baseball,train
8,6,baseball,train
4,3,baseball,test
6,3,baseball,train
4,3,baseball,train
5,3,baseball,test
5,6,baseball,train
3,2,baseball,train
6,5,baseball,train
7,3,baseball,test
4,3,baseball,train
4,2,baseball,train
3,6,baseball,train
0,4,baseball,train
3,4,baseball,train
0,9,baseball,train
1,5,baseball,train
5,4,baseball,train
5,0,baseball,train
1,2,baseball,train
8,0,baseball,train
1,7,baseball,train
7,4,baseball,train
5,10,baseball,test
5,2,baseball,train
3,8,baseball,train
2,4,baseball,train
1,3,baseball,train
4,3,baseball,train
2,3,baseball,train
2,1,baseball,test
0,2,baseball,test
5,3,baseball,train
5,3,baseball,train
5,3,baseball,train
7,11,baseball,train
2,0,baseball,train
2,8,baseball,test
8,2,baseball,train
8,1,baseball,train
2,4,baseball,train
6,1,baseball,train
3,2,baseball,train
5,2,baseball,test
6,5,baseball,train
7,6,baseball,train
4,1,baseball,test
5,1,baseball,train
3,7,baseball,train
3,1,baseball,train
4,3,baseball,test
9,7,baseball,train
4,3,baseball,train
11,9,baseball,test
7,5,baseball,train
4,0,baseball,train
1,8,baseball,train
1,0,baseball,train
4,10,baseball,test
3,4,baseball,train
8,7,baseball,train
0,12,baseball,train
6,0,baseball,test
1,3,baseball,train
4,1,baseball,train
3,4,baseball,test
4,9,baseball,train
0,2,baseball,train
6,14,baseball,train
5,4,baseball,train
3,9,baseball,train
0,8,baseball,train
5,2,baseball,train
6,4,baseball,test
4,5,baseball,test
0,3,baseball,train
2,10,baseball,train
1,8,baseball,test
4,2,baseball,test
3,8,baseball,train
8,5,baseball,test
1,5,baseball,train
5,2,baseball,train
0,20,baseball,test
0,2,baseball,train
6,4,baseball,test
4,3,baseball,train
7,6,baseball,train
3,8,baseball,train
10,0,baseball,test
5,6,baseball,train
5,4,baseball,train
7,4,baseball,train
4,10,baseball,train
4,3,baseball,train
1,8,baseball,train
5,2,baseball,train
4,1,baseball,train
5,1,baseball,test
1,7,baseball,train
7,6,baseball,train
5,4,baseball,train
7,9,baseball,train
1,6,baseball,train
9,3,baseball,train
4,8,baseball,train
2,3,baseball,train
0,5,baseball,train
1,4,baseball,test
8,1,baseball,test
5,2,baseball,test
1,5,baseball,train
3,1,baseball,test
2,0,baseball,train
3,4,baseball,train
8,4,baseball,train
6,7,baseball,train
3,2,baseball,train
4,3,baseball,test
11,0,baseball,train
6,0,baseball,train
8,4,baseball,train
8,6,baseball,train
5,4,baseball,train
8,4,baseball,train
10,3,baseball,train
2,12,baseball,train
1,0,baseball,train
0,2,baseball,train
1,0,baseball,train
5,2,baseball,train
3,1,baseball,train
6,8,baseball,train
12,13,baseball,train
4,3,baseball,train
3,5,baseball,test
10,1,baseball,train
17,3,baseball,train
5,1,baseball,train
4,3,baseball,train
2,9,baseball,test
5,4,baseball,train
0,2,baseball,test
2,3,baseball,train
8,6,baseball,test
4,2,baseball,test
1,2,baseball,train
1,3,baseball,train
12,1,baseball,test
1,4,baseball,train
2,6,baseball,train
3,7,baseball,train
4,0,baseball,train
10,5,baseball,train
6,2,baseball,train
5,4,baseball,train
4,3,baseball,train
3,8,baseball,train
11,6,baseball,train
5,6,baseball,train
10,3,baseball,test
6,5,baseball,train
0,2,baseball,train
2,3,baseball,train
11,12,baseball,train
4,6,baseball,train
4,6,baseball,train
5,6,baseball,train
7,3,baseball,test
6,7,baseball,train
6,0,baseball,test
0,4,baseball,train
3,0,baseball,train
11,1,baseball,train
5,7,baseball,train
6,3,baseball,train
5,13,baseball,train
2,4,baseball,train
0,2,baseball,train
9,0,baseball,test
10,4,baseball,train
5,4,baseball,train
3,9,baseball,test
10,6,baseball,train
6,4,baseball,train
0,2,baseball,train
2,3,baseball,test
10,2,baseball,test
4,2,baseball,test
11,5,baseball,test
1,7,baseball,test
6,2,baseball,train
1,9,baseball,train
3,0,baseball,train
5,2,baseball,train
2,3,baseball,train
12,9,baseball,train
5,4,baseball,train
3,2,baseball,train
6,7,baseball,test
3,6,baseball,train
2,4,baseball,test
3,4,baseball,train
10,1,baseball,train
7,5,baseball,train
7,1,baseball,train
5,1,baseball,train
10,0,baseball,train
1,2,baseball,test
6,1,baseball,train
6,3,baseball,train
3,2,baseball,train
3,8,baseball,train
5,1,baseball,train
12,3,baseball,test
1,3,baseball,train
1,0,baseball,train
9,3,baseball,train
7,1,baseball,train
10,5,baseball,train
9,3,baseball,train
9,3,baseball,train
11,5,baseball,train
8,0,baseball,train
1,4,baseball,train
6,0,baseball,train
17,8,baseball,train
5,1,baseball,train
1,5,baseball,train
10,4,baseball,train
4,1,baseball,train
2,4,baseball,train
3,2,baseball,train
1,9,baseball,train
3,6,baseball,train
2,5,baseball,train
5,1,baseball,train
2,7,baseball,test
5,8,baseball,train
4,3,baseball,train
4,1,baseball,test
7,6,baseball,train
2,5,baseball,train
4,5,baseball,train
6,9,baseball,train
0,1,baseball,train
6,11,baseball,test
2,1,baseball,train
3,2,baseball,train
3,2,baseball,train
6,3,baseball,train
3,1,baseball,test
9,2,baseball,train
4,5,baseball,train
5,4,baseball,train
7,5,baseball,train
4,1,baseball,train
3,8,baseball,train
5,4,baseball,train
2,3,baseball,train
4,2,baseball,test
3,11,baseball,test
4,0,baseball,test
4,2,baseball,train
5,6,baseball,train
6,7,baseball,train
11,6,baseball,train
0,2,baseball,train
0,2,baseball,train
0,8,baseball,test
13,12,baseball,train
3,6,baseball,train
3,6,baseball,train
7,3,baseball,train
7,2,baseball,train
11,1,baseball,test
3,2,baseball,train
3,10,baseball,test
4,7,baseball,train
1,4,baseball,train
0,8,baseball,test
4,1,baseball,train
2,3,baseball,train
7,14,baseball,train
0,7,baseball,train
6,5,baseball,train
6,4,baseball,train
7,0,baseball,train
3,4,baseball,train
2,4,baseball,test
3,14,baseball,train
7,3,baseball,train
4,6,baseball,train
3,7,baseball,test
6,1,baseball,train
4,2,baseball,train
3,4,baseball,train
3,2,baseball,test
3,17,baseball,test
14,2,baseball,test
1,2,baseball,train
0,8,baseball,test
5,4,baseball,train
1,4,baseball,train
2,0,baseball,train
5,4,baseball,train
9,3,baseball,test
7,9,baseball,train
7,4,baseball,test
6,0,baseball,test
4,0,baseball,train
8,1,baseball,train
6,4,baseball,train
1,6,baseball,train
5,3,baseball,train
4,3,baseball,train
2,0,baseball,train
5,6,baseball,train
5,3,baseball,train
4,11,baseball,train
3,2,baseball,train
5,4,baseball,train
7,6,baseball,train
5,4,baseball,train
3,7,baseball,train
2,4,baseball,train
5,9,baseball,train
2,8,baseball,train
2,3,baseball,train
1,2,baseball,train
2,7,baseball,train
1,5,baseball,train
6,1,baseball,train
2,8,baseball,train
2,5,baseball,test
6,7,baseball,train
3,13,baseball,train
2,3,baseball,train
3,11,baseball,test
8,6,baseball,train
0,9,baseball,test
2,3,baseball,test
3,6,baseball,train
3,4,baseball,test
5,2,baseball,train
2,3,baseball,train
2,0,baseball,test
0,8,baseball,train
0,4,baseball,train
3,2,baseball,train
10,1,baseball,train
3,6,baseball,train
4,3,baseball,train
4,3,baseball,train
2,9,baseball,test
4,6,baseball,test
0,5,baseball,test
2,5,baseball,test
6,9,baseball,train
6,5,baseball,test
6,0,baseball,test
6,4,baseball,test
2,1,baseball,train
6,14,baseball,train
2,1,baseball,train
0,1,baseball,test
1,4,baseball,train
4,0,baseball,train
8,1,baseball,test
2,7,baseball,test
6,1,baseball,train
8,4,baseball,train
3,4,baseball,train
16,10,baseball,train
6,5,baseball,train
6,10,baseball,train
3,4,baseball,train
7,2,baseball,train
5,9,baseball,test
3,4,baseball,train
8,2,baseball,train
12,3,baseball,train
2,8,baseball,train
7,6,baseball,train
4,5,baseball,train
7,1,baseball,train
3,2,baseball,train
6,0,baseball,train
1,11,baseball,train
3,4,baseball,test
4,3,baseball,train
6,2,baseball,train
4,3,baseball,train
7,5,baseball,train
6,10,baseball,train
1,4,baseball,train
2,1,baseball,train
4,0,baseball,train
1,5,baseball,train
5,1,baseball,train
5,3,baseball,train
3,6,baseball,train
2,1,baseball,train
5,2,baseball,train
13,1,baseball,test
4,3,baseball,train
7,2,baseball,test
2,1,baseball,train
10,8,baseball,test
2,4,baseball,test
0,1,baseball,train
4,3,baseball,train
3,4,baseball,test
11,9,baseball,train
8,4,baseball,test
4,3,baseball,train
4,3,baseball,train
3,8,baseball,train
2,3,baseball,train
4,2,baseball,test
6,3,baseball,train
1,5,baseball,train
6,2,baseball,train
12,2,baseball,train
3,1,baseball,train
6,2,baseball,train
4,3,baseball,train
2,6,baseball,train
6,7,baseball,train
6,5,baseball,train
6,2,baseball,train
8,7,baseball,test
11,2,baseball,train
3,2,baseball,train
6,2,baseball,train
5,4,baseball,train
8,0,baseball,train
7,3,baseball,train
1,2,baseball,train
6,7,baseball,train
3,2,baseball,train
3,2,baseball,train
2,3,baseball,train
4,8,baseball,train
6,10,baseball,train
1,5,baseball,train
2,3,baseball,train
4,3,baseball,train
13,1,baseball,train
5,4,baseball,test
7,3,baseball,train
5,10,baseball,train
1,4,baseball,train
6,4,baseball,train
1,5,baseball,train
5,3,baseball,train
6,2,baseball,train
5,6,baseball,train
3,9,baseball,train
6,8,baseball,test
2,5,baseball,train
4,3,baseball,train
13,7,baseball,test
8,7,baseball,train
10,9,baseball,train
0,4,baseball,train
4,1,baseball,train
5,4,baseball,train
3,4,baseball,train
4,2,baseball,train
7,10,baseball,train
8,0,baseball,train
4,7,baseball,train
9,2,baseball,train
15,3,baseball,train
6,1,baseball,test
15,8,baseball,train
2,1,baseball,train
8,6,baseball,train
2,1,baseball,test
4,1,baseball,test
1,2,baseball,test
5,1,baseball,test
0,7,baseball,train
9,5,baseball,train
3,5,baseball,train
4,1,baseball,train
4,6,baseball,train
0,3,baseball,train
8,7,baseball,train
1,0,baseball,train
1,2,baseball,train
4,5,baseball,train
8,5,baseball,train
2,4,baseball,train
6,4,baseball,train
5,3,baseball,train
0,5,baseball,train
2,4,baseball,train
7,10,baseball,test
7,6,baseball,train
0,13,baseball,train
4,3,baseball,train
7,11,baseball,train
3,4,baseball,test
3,0,baseball,train
1,8,baseball,train
4,5,baseball,train
4,12,baseball,train
6,10,baseball,train
2,6,baseball,test
6,4,baseball,train
3,8,baseball,train
3,2,baseball,train
6,5,baseball,test
4,3,baseball,train
0,6,baseball,train
2,7,baseball,train
1,6,baseball,train
7,5,baseball,test
8,3,baseball,train
5,1,baseball,train
7,3,baseball,train
7,8,baseball,test
0,1,baseball,train
5,3,baseball,train
0,2,baseball,train
